"","station_nbr","date","tmax","tmin","tavg","dewpoint","wetbulb","heat","cool","snowfall","preciptotal","stnpressure","sealevel","resultspeed","resultdir","avgspeed","eventdist"
"5989",1,"2012-11-03",52,41,47,33,40,18,0,NA,0,29,29,7,29,8,0
"6009",1,"2012-11-04",53,37,45,30,38,20,0,NA,0,29,29,7,32,7,0
"6029",1,"2012-11-05",44,31,38,21,31,27,0,NA,0,29,30,6,32,6,0
"6049",1,"2012-11-06",42,24,33,17,28,32,0,NA,0,30,30,2,31,3,0
"6069",1,"2012-11-07",37,26,32,21,30,33,0,NA,0,29,30,16,2,16,0
"6089",1,"2012-11-08",40,32,36,33,35,29,0,NA,0,29,29,14,36,14,0
"6109",1,"2012-11-09",53,37,45,26,37,20,0,NA,0,29,29,8,31,9,0
"6129",1,"2012-11-10",54,33,44,27,37,21,0,NA,0,30,30,2,30,4,0
"6149",1,"2012-11-11",63,33,48,39,45,17,0,NA,0,30,30,4,21,4,0
"6169",1,"2012-11-12",69,50,60,49,54,5,0,NA,0,30,30,7,19,8,0
"6189",1,"2012-11-13",66,40,53,44,48,12,0,NA,0,30,30,3,27,7,0
"6209",1,"2012-11-14",47,32,40,24,33,25,0,NA,0,30,30,7,1,7,0
"6229",1,"2012-11-15",45,30,38,26,33,27,0,NA,0,30,30,5,2,5,0
"6249",1,"2012-11-16",46,32,39,27,34,26,0,NA,0,30,30,1,36,2,0
"6269",1,"2012-11-17",48,28,38,27,33,27,0,NA,0,30,30,0,4,0,0
"6289",1,"2012-11-18",48,25,37,26,32,28,0,NA,0,30,30,2,7,2,0
"6309",1,"2012-11-19",49,26,38,28,33,27,0,NA,0,30,30,0,6,1,0
"6329",1,"2012-11-20",51,25,38,26,33,27,0,NA,0,30,30,1,6,1,0
"6349",1,"2012-11-21",52,33,43,32,38,22,0,NA,0,30,30,4,3,5,0
"6369",1,"2012-11-22",56,37,47,36,41,18,0,NA,0,30,30,0,17,0,0
"6389",1,"2012-11-23",57,32,45,38,41,20,0,NA,0,29,29,3,19,4,0
"6409",1,"2012-11-24",48,32,40,25,36,25,0,NA,0,29,29,10,28,11,0
"6429",1,"2012-11-25",39,30,35,16,28,30,0,NA,0,29,29,11,26,12,0
"6449",1,"2012-11-26",47,28,38,21,31,27,0,NA,0,29,30,6,26,7,0
"6469",1,"2012-11-27",37,25,31,28,31,34,0,NA,0,30,30,0,23,1,0
"6489",1,"2012-11-28",37,27,32,23,29,33,0,NA,0,30,30,4,1,5,0
"6509",1,"2012-11-29",43,27,35,21,31,30,0,NA,0,30,30,9,24,9,0
"6529",1,"2012-11-30",40,28,34,9,25,31,0,NA,0,30,30,5,36,6,0
"6549",1,"2012-12-01",29,25,27,18,25,38,0,NA,0,30,30,5,2,5,0
"6569",1,"2012-12-02",51,28,40,35,37,25,0,NA,0,30,30,2,22,3,0
"6589",1,"2012-12-03",57,34,46,40,44,19,0,NA,0,29,30,4,27,6,0
"6609",1,"2012-12-04",59,32,46,42,44,19,0,NA,0,30,30,3,20,3,0
"6629",1,"2012-12-05",59,32,46,35,43,19,0,NA,0,29,29,8,29,11,0
"6649",1,"2012-12-06",40,24,32,16,27,33,0,NA,0,30,30,4,31,4,0
"6669",1,"2012-12-07",44,23,34,28,33,31,0,NA,0,30,30,2,21,2,0
"6689",1,"2012-12-08",43,40,42,39,41,23,0,NA,0,29,29,1,2,3,0
"6709",1,"2012-12-09",46,38,42,33,38,23,0,NA,0,30,30,1,32,3,0
"6729",1,"2012-12-10",50,41,46,44,45,19,0,NA,0,29,29,1,6,2,0
"6749",1,"2012-12-11",48,32,40,32,38,25,0,NA,0,29,29,5,30,5,0
"6769",1,"2012-12-12",37,26,32,21,28,33,0,NA,0,30,30,1,26,2,0
"6789",1,"2012-12-13",44,24,34,22,28,31,0,NA,0,30,30,0,22,0,0
"6809",1,"2012-12-14",49,26,38,22,31,27,0,NA,0,30,30,4,24,5,0
"6829",1,"2012-12-15",41,25,33,21,29,32,0,NA,0,30,30,1,1,3,0
"6849",1,"2012-12-16",28,25,27,19,24,38,0,NA,0,30,30,7,3,7,0
"6869",1,"2012-12-17",35,25,30,28,30,35,0,NA,0,29,30,9,2,9,0
"6889",1,"2012-12-18",51,35,43,41,42,22,0,NA,0,29,29,2,34,7,0
"6909",1,"2012-12-19",45,38,42,32,37,23,0,NA,0,29,29,10,31,10,0
"6929",1,"2012-12-20",41,29,35,28,33,30,0,NA,0,29,30,2,3,2,0
"6949",1,"2012-12-21",54,37,46,39,42,19,0,NA,0,29,29,7,14,11,0
"6969",1,"2012-12-22",40,29,35,21,30,30,0,NA,0,29,29,10,26,11,0
"6989",1,"2012-12-23",40,25,33,17,27,32,0,NA,0,29,29,8,25,9,0
"7009",1,"2012-12-24",40,27,34,17,27,31,0,NA,0,29,30,3,26,4,1
"7029",1,"2012-12-25",34,26,30,21,27,35,0,NA,0,29,30,2,33,3,2
"7049",1,"2012-12-26",37,19,28,19,26,37,0,NA,0,30,30,4,5,5,3
"7069",1,"2012-12-27",44,31,38,32,35,27,0,NA,1,29,29,16,3,19,4
"7089",1,"2012-12-28",36,27,32,20,28,33,0,NA,0,29,29,10,30,10,3
"7109",1,"2012-12-29",32,25,29,23,27,36,0,NA,0,29,29,4,1,6,2
"7129",1,"2012-12-30",30,20,25,14,23,40,0,NA,0,29,29,13,30,13,1
"7149",1,"2012-12-31",34,15,25,16,NA,40,0,NA,0,29,29,7,24,7,0
"7169",1,"2013-01-01",36,18,27,13,25,38,0,NA,0,29,29,10,28,11,0
"7189",1,"2013-01-02",28,8,18,4,15,47,0,NA,0,29,29,7,29,8,0
"7209",1,"2013-01-03",25,5,15,-3,11,50,0,NA,0,29,30,5,28,5,0
"7229",1,"2013-01-04",38,17,28,17,26,37,0,NA,0,29,29,8,22,8,0
"7249",1,"2013-01-05",41,22,32,17,28,33,0,NA,0,29,30,6,28,8,0
"7269",1,"2013-01-06",42,21,32,23,29,33,0,NA,0,29,30,4,23,4,0
"7289",1,"2013-01-07",37,22,30,19,28,35,0,NA,0,30,30,2,30,4,0
"7309",1,"2013-01-08",45,25,35,24,31,30,0,NA,0,30,30,6,23,6,0
"7329",1,"2013-01-09",45,23,34,25,32,31,0,NA,0,30,30,4,23,4,0
"7349",1,"2013-01-10",47,32,40,22,34,25,0,NA,0,30,30,11,30,11,0
"7369",1,"2013-01-11",41,25,33,27,32,32,0,NA,0,30,30,0,16,1,0
"7389",1,"2013-01-12",44,39,42,39,40,23,0,NA,0,30,30,0,20,1,0
"7409",1,"2013-01-13",52,42,47,44,46,18,0,NA,0,29,30,4,21,4,0
"7429",1,"2013-01-14",63,41,52,39,46,13,0,NA,0,29,30,6,27,9,0
"7449",1,"2013-01-15",43,32,38,22,32,27,0,NA,0,30,30,2,34,3,0
"7469",1,"2013-01-16",34,30,32,28,31,33,0,NA,0,29,30,1,36,3,0
"7489",1,"2013-01-17",42,29,36,23,30,29,0,NA,0,29,29,5,26,8,0
"7509",1,"2013-01-18",29,15,22,-1,16,43,0,NA,0,30,30,6,30,9,0
"7529",1,"2013-01-19",47,22,35,19,31,30,0,NA,0,29,30,10,22,10,0
"7549",1,"2013-01-20",54,29,42,22,34,23,0,NA,0,29,29,12,25,14,0
"7569",1,"2013-01-21",29,20,25,7,20,40,0,NA,0,29,29,5,25,7,0
"7589",1,"2013-01-22",25,13,19,7,17,46,0,NA,0,29,29,8,29,8,0
"7609",1,"2013-01-23",16,6,11,-11,7,54,0,NA,0,29,30,9,29,9,0
"7629",1,"2013-01-24",19,2,11,-12,7,54,0,NA,0,29,30,12,30,12,0
"7649",1,"2013-01-25",24,8,16,-8,12,49,0,NA,0,30,30,8,29,9,0
"7669",1,"2013-01-26",24,11,18,0,14,47,0,NA,0,29,30,8,31,9,0
"7689",1,"2013-01-27",30,14,22,-2,16,43,0,NA,0,30,30,9,30,10,0
"7709",1,"2013-01-28",32,18,25,8,21,40,0,NA,0,30,30,0,31,1,0
"7729",1,"2013-01-29",36,25,31,25,29,34,0,NA,0,29,30,1,36,1,0
"7749",1,"2013-01-30",62,34,48,45,47,17,0,NA,0,29,29,5,20,6,0
"7769",1,"2013-01-31",63,31,47,34,43,18,0,NA,0,29,29,16,24,19,0
"7789",1,"2013-02-01",34,23,29,7,23,36,0,NA,0,29,29,13,27,14,0
"7809",1,"2013-02-02",30,17,24,4,19,41,0,NA,0,29,30,5,25,7,0
"7829",1,"2013-02-03",28,19,24,18,23,41,0,NA,0,29,29,4,34,5,0
"7849",1,"2013-02-04",31,20,26,8,20,39,0,NA,0,29,29,11,27,11,0
"7869",1,"2013-02-05",31,20,26,8,21,39,0,NA,0,29,29,2,26,3,0
"7889",1,"2013-02-06",39,21,30,17,26,35,0,NA,0,29,30,5,28,5,0
"7909",1,"2013-02-07",29,16,23,-2,17,42,0,NA,0,30,30,4,34,5,0
"7929",1,"2013-02-08",30,18,24,16,21,41,0,NA,0,30,30,NA,NA,10,0
"7949",1,"2013-02-09",22,16,19,9,17,46,0,NA,0,29,29,NA,NA,NA,0
"7969",1,"2013-02-10",39,11,25,0,17,40,0,NA,0,30,30,4,31,4,0
"7989",1,"2013-02-11",39,11,25,24,28,40,0,NA,0,29,29,0,28,1,0
"8009",1,"2013-02-12",45,34,40,27,34,25,0,NA,0,29,29,11,25,11,0
"8029",1,"2013-02-13",42,28,35,22,30,30,0,NA,0,29,29,3,27,4,0
"8049",1,"2013-02-14",44,29,37,21,31,28,0,NA,0,29,29,2,36,4,0
"8069",1,"2013-02-15",51,28,40,28,35,25,0,NA,0,29,29,6,21,6,0
"8089",1,"2013-02-16",39,31,35,24,31,30,0,NA,0,29,29,5,34,6,0
"8109",1,"2013-02-17",31,17,24,7,18,41,0,NA,0,29,29,15,31,16,0
"8129",1,"2013-02-18",31,15,23,-1,17,42,0,NA,0,29,29,15,28,16,0
"8149",1,"2013-02-19",47,22,35,21,32,30,0,NA,0,29,29,3,19,5,0
"8169",1,"2013-02-20",42,27,35,19,29,30,0,NA,0,29,29,12,27,12,0
"8189",1,"2013-02-21",31,25,28,11,22,37,0,NA,0,29,29,10,30,11,0
"8209",1,"2013-02-22",40,25,33,18,28,32,0,NA,0,30,30,2,1,4,0
"8229",1,"2013-02-23",39,32,36,27,32,29,0,NA,0,30,30,1,10,2,0
"8249",1,"2013-02-24",37,31,34,31,33,31,0,NA,0,29,29,9,2,10,1
"8269",1,"2013-02-25",40,28,34,28,32,31,0,NA,0,29,30,2,1,2,2
"8289",1,"2013-02-26",43,29,36,28,33,29,0,NA,0,30,30,2,10,3,3
"8309",1,"2013-02-27",42,37,40,35,38,25,0,NA,1,29,29,12,7,14,4
"8329",1,"2013-02-28",47,35,41,33,37,24,0,NA,0,29,29,2,31,5,3
"8349",1,"2013-03-01",41,34,NA,29,34,NA,NA,NA,0,29,29,4,34,5,2
"8369",1,"2013-03-02",43,32,38,25,33,27,0,NA,0,29,29,4,31,5,1
"8389",1,"2013-03-03",40,31,36,27,32,29,0,NA,0,29,29,5,30,6,0
"8409",1,"2013-03-04",40,31,36,22,30,29,0,NA,0,29,29,11,30,11,0
"8429",1,"2013-03-05",46,31,39,26,33,26,0,NA,0,29,29,4,35,6,0
"8449",1,"2013-03-06",40,34,37,31,35,28,0,NA,0,29,30,15,6,16,0
"8469",1,"2013-03-07",35,32,34,28,31,31,0,NA,0,29,30,17,2,18,0
"8489",1,"2013-03-08",44,30,37,25,32,28,0,NA,0,29,30,12,1,12,0
"8509",1,"2013-03-09",46,27,37,22,32,28,0,NA,0,30,30,5,4,6,0
"8529",1,"2013-03-10",46,22,34,27,31,31,0,NA,0,30,30,1,12,2,0
"8549",1,"2013-03-11",53,35,44,33,39,21,0,NA,0,30,30,5,20,5,0
"8569",1,"2013-03-12",56,43,50,46,48,15,0,NA,0,29,29,3,16,5,0
"8589",1,"2013-03-13",53,32,43,28,38,22,0,NA,0,29,29,8,28,9,0
"8609",1,"2013-03-14",38,22,30,14,26,35,0,NA,0,29,29,10,28,11,0
"8629",1,"2013-03-15",42,20,31,12,25,34,0,NA,0,29,29,9,28,10,0
"8649",1,"2013-03-16",39,27,33,11,26,32,0,NA,0,29,29,5,31,7,0
"8669",1,"2013-03-17",38,22,30,7,23,35,0,NA,0,29,30,7,32,8,0
"8689",1,"2013-03-18",39,17,28,8,23,37,0,NA,0,30,30,0,16,3,0
"8709",1,"2013-03-19",35,27,31,29,31,34,0,NA,0,29,29,10,5,12,0
"8729",1,"2013-03-20",38,25,32,19,27,33,0,NA,0,29,29,10,26,11,0
"8749",1,"2013-03-21",38,23,31,19,27,34,0,NA,0,29,29,1,21,3,0
"8769",1,"2013-03-22",41,29,35,17,28,30,0,NA,0,29,29,7,28,8,0
"8789",1,"2013-03-23",43,28,36,17,29,29,0,NA,0,29,29,11,28,12,0
"8809",1,"2013-03-24",46,32,39,22,33,26,0,NA,0,29,29,6,31,7,0
"8829",1,"2013-03-25",42,30,36,28,33,29,0,NA,0,29,29,7,4,8,0
"8849",1,"2013-03-26",51,34,43,21,34,22,0,NA,0,29,29,6,33,7,0
"8869",1,"2013-03-27",55,30,43,24,36,22,0,NA,0,29,29,7,32,9,0
"8889",1,"2013-03-28",49,37,43,31,38,22,0,NA,0,29,29,3,35,4,0
"8909",1,"2013-03-29",58,33,46,30,39,19,0,NA,0,29,30,4,29,5,0
"8929",1,"2013-03-30",57,34,46,22,37,19,0,NA,0,29,30,4,31,5,0
"8949",1,"2013-03-31",62,29,46,25,38,19,0,NA,0,29,30,5,19,6,0
"8969",1,"2013-04-01",62,35,49,32,41,16,0,NA,0,29,29,10,28,12,0
"8989",1,"2013-04-02",42,30,36,10,28,29,0,NA,0,29,29,15,26,16,0
"9009",1,"2013-04-03",48,30,39,8,29,26,0,NA,0,29,29,14,28,14,0
"9029",1,"2013-04-04",57,30,44,14,33,21,0,NA,0,30,30,8,25,10,0
"9049",1,"2013-04-05",62,38,50,23,37,15,0,NA,0,29,29,6,27,10,0
"9069",1,"2013-04-06",46,29,38,7,28,27,0,NA,0,29,30,10,31,11,0
"9089",1,"2013-04-07",58,26,42,25,37,23,0,NA,0,30,30,8,20,8,0
"9109",1,"2013-04-08",65,42,54,36,45,11,0,NA,0,29,30,2,27,6,0
"9129",1,"2013-04-09",71,46,59,41,49,6,0,NA,0,29,29,2,30,5,0
"9149",1,"2013-04-10",61,46,54,44,48,11,0,NA,0,29,29,1,8,2,0
"9169",1,"2013-04-11",53,43,48,35,42,17,0,NA,0,29,30,4,2,5,0
"9189",1,"2013-04-12",44,37,41,32,36,24,0,NA,0,29,30,10,7,11,0
"9209",1,"2013-04-13",54,36,45,34,39,20,0,NA,0,29,29,3,33,5,0
"9229",1,"2013-04-14",57,38,48,31,40,17,0,NA,0,29,30,7,28,7,0
"9249",1,"2013-04-15",58,32,45,31,40,20,0,NA,0,30,30,2,13,3,0
"9269",1,"2013-04-16",67,40,54,41,48,11,0,NA,0,30,30,9,21,9,0
"9289",1,"2013-04-17",66,46,56,32,46,9,0,NA,0,30,30,7,31,9,0
"9309",1,"2013-04-18",61,36,49,31,43,16,0,NA,0,30,30,3,16,6,0
"9329",1,"2013-04-19",78,54,66,56,60,0,1,NA,0,29,29,12,20,13,0
"9349",1,"2013-04-20",68,41,55,35,46,10,0,NA,0,29,29,11,28,12,0
"9369",1,"2013-04-21",54,34,44,21,35,21,0,NA,0,30,30,4,31,5,0
"9389",1,"2013-04-22",52,31,42,28,37,23,0,NA,0,30,30,8,7,8,0
"9409",1,"2013-04-23",43,36,40,37,39,25,0,NA,0,30,30,10,4,11,0
"9429",1,"2013-04-24",75,42,59,44,50,6,0,NA,0,29,29,1,30,8,0
"9449",1,"2013-04-25",65,42,54,33,46,11,0,NA,0,29,30,7,28,8,0
"9469",1,"2013-04-26",60,35,48,33,43,17,0,NA,0,30,30,5,8,5,0
"9489",1,"2013-04-27",65,38,52,34,45,13,0,NA,0,30,30,1,14,3,0
"9509",1,"2013-04-28",69,40,55,34,46,10,0,NA,0,30,30,3,15,5,0
"9529",1,"2013-04-29",70,47,59,36,48,6,0,NA,0,30,30,3,18,5,0
"9549",1,"2013-04-30",70,45,58,27,45,7,0,NA,0,30,30,3,13,3,0
"9569",1,"2013-05-01",71,40,56,33,46,9,0,NA,0,30,30,1,15,2,0
"9589",1,"2013-05-02",78,43,61,39,47,4,0,NA,0,30,30,3,6,4,0
"9609",1,"2013-05-03",60,41,51,39,45,14,0,NA,0,30,30,7,5,7,0
"9629",1,"2013-05-04",60,39,50,36,44,15,0,NA,0,30,30,5,7,5,0
"9649",1,"2013-05-05",63,36,50,37,44,15,0,NA,0,30,30,1,9,3,0
"9669",1,"2013-05-06",71,37,54,43,48,11,0,NA,0,30,30,1,14,2,0
"9689",1,"2013-05-07",77,45,61,50,56,4,0,NA,0,29,30,2,17,4,0
"9709",1,"2013-05-08",76,52,64,57,60,1,0,NA,0,30,30,3,12,5,0
"9729",1,"2013-05-09",66,57,62,56,58,3,0,NA,0,29,29,2,6,3,0
"9749",1,"2013-05-10",79,56,68,55,59,0,3,NA,0,29,29,0,18,3,0
"9769",1,"2013-05-11",71,60,66,58,61,0,1,NA,0,29,29,7,21,7,0
"9789",1,"2013-05-12",72,48,60,47,54,5,0,NA,0,29,29,5,26,7,0
"9809",1,"2013-05-13",59,43,51,28,41,14,0,NA,0,29,29,7,27,8,0
"9829",1,"2013-05-14",60,39,50,29,41,15,0,NA,0,29,30,6,31,6,0
"9849",1,"2013-05-15",68,37,53,38,47,12,0,NA,0,29,29,6,21,7,0
"9869",1,"2013-05-16",81,49,65,38,53,0,0,NA,0,29,29,10,27,11,0
"9889",1,"2013-05-17",69,49,59,38,49,6,0,NA,0,29,30,6,33,7,0
"9909",1,"2013-05-18",73,44,59,42,50,6,0,NA,0,30,30,1,9,3,0
"9929",1,"2013-05-19",70,48,59,50,53,6,0,NA,0,30,30,1,8,3,0
"9949",1,"2013-05-20",82,57,70,59,62,0,5,NA,0,29,30,2,27,4,0
"9969",1,"2013-05-21",71,51,61,54,56,4,0,NA,0,29,29,7,5,8,0
"9989",1,"2013-05-22",62,51,57,51,53,8,0,NA,0,29,29,2,9,4,0
"10009",1,"2013-05-23",78,53,66,59,61,0,1,NA,0,29,29,5,20,7,0
"10029",1,"2013-05-24",73,50,62,58,60,3,0,NA,0,29,29,3,28,6,0
"10049",1,"2013-05-25",53,41,47,44,46,18,0,NA,0,29,29,9,33,10,0
"10069",1,"2013-05-26",58,40,49,37,44,16,0,NA,0,29,29,11,29,12,0
"10089",1,"2013-05-27",71,40,56,37,48,9,0,NA,0,29,30,4,28,6,0
"10109",1,"2013-05-28",73,43,58,42,51,7,0,NA,0,30,30,1,11,3,0
"10129",1,"2013-05-29",68,58,63,58,60,2,0,NA,0,29,30,1,13,3,0
"10149",1,"2013-05-30",89,63,76,62,67,0,11,NA,0,29,30,6,25,7,0
"10169",1,"2013-05-31",95,65,80,63,70,0,15,NA,0,29,30,6,23,6,0
"10189",1,"2013-06-01",93,70,82,63,70,0,17,NA,0,29,29,8,22,8,0
"10209",1,"2013-06-02",92,70,81,65,70,0,16,NA,0,29,29,11,21,11,0
"10229",1,"2013-06-03",80,59,70,59,63,0,5,NA,0,29,29,5,23,6,0
"10249",1,"2013-06-04",70,53,62,42,52,3,0,NA,0,29,29,7,31,8,1
"10269",1,"2013-06-05",75,50,63,46,54,2,0,NA,0,29,30,1,25,4,2
"10289",1,"2013-06-06",74,54,64,50,56,1,0,NA,0,30,30,3,12,4,3
"10309",1,"2013-06-07",58,54,56,52,54,9,0,NA,1,29,30,8,6,8,4
"10329",1,"2013-06-08",79,54,67,56,59,0,2,NA,0,29,29,4,32,8,3
"10349",1,"2013-06-09",80,57,69,54,60,0,4,NA,0,29,30,4,27,5,2
"10369",1,"2013-06-10",71,55,63,55,58,2,0,NA,0,30,30,3,9,4,1
"10389",1,"2013-06-11",62,56,59,54,56,6,0,NA,0,29,29,5,5,6,0
"10409",1,"2013-06-12",70,57,64,53,57,1,0,NA,0,29,29,6,30,7,0
"10429",1,"2013-06-13",70,53,62,52,56,3,0,NA,0,29,29,0,11,2,0
"10449",1,"2013-06-14",76,54,65,52,56,0,0,NA,0,29,29,2,2,4,0
"10469",1,"2013-06-15",79,57,68,45,56,0,3,NA,0,29,29,4,28,5,0
"10489",1,"2013-06-16",79,56,68,52,59,0,3,NA,0,29,29,6,22,6,0
"10509",1,"2013-06-17",86,60,73,58,63,0,8,NA,0,29,29,6,24,7,0
"10529",1,"2013-06-18",74,58,66,57,60,0,1,NA,0,29,29,1,5,3,0
"10549",1,"2013-06-19",76,55,66,50,57,0,1,NA,0,29,30,1,36,4,0
"10569",1,"2013-06-20",79,51,65,50,57,0,0,NA,0,30,30,1,22,3,0
"10589",1,"2013-06-21",85,58,72,56,63,0,7,NA,0,30,30,3,23,5,0
"10609",1,"2013-06-22",86,64,75,59,65,0,10,NA,0,30,30,7,22,7,0
"10629",1,"2013-06-23",91,67,79,64,69,0,14,NA,0,29,30,8,21,8,0
"10649",1,"2013-06-24",94,71,83,67,72,0,18,NA,0,29,29,5,25,7,0
"10669",1,"2013-06-25",91,71,81,67,71,0,16,NA,0,29,29,5,23,7,0
"10689",1,"2013-06-26",83,62,73,67,69,0,8,NA,0,29,29,1,36,4,0
"10709",1,"2013-06-27",70,60,65,61,62,0,0,NA,0,29,29,5,6,5,0
"10729",1,"2013-06-28",84,59,72,65,67,0,7,NA,0,29,29,3,9,7,1
"10749",1,"2013-06-29",86,72,79,67,70,0,14,NA,0,29,29,7,20,7,2
"10769",1,"2013-06-30",87,69,78,67,71,0,13,NA,0,29,29,6,21,6,3
"10789",1,"2013-07-01",81,72,77,70,71,0,12,NA,1,29,30,2,17,4,4
"10809",1,"2013-07-02",84,61,73,65,67,0,8,NA,0,29,30,2,9,6,3
"10829",1,"2013-07-03",89,61,75,67,70,0,10,NA,0,30,30,6,23,7,2
"10849",1,"2013-07-04",93,74,84,71,75,0,19,NA,0,29,30,8,23,8,1
"10869",1,"2013-07-05",94,77,86,71,75,0,21,NA,0,29,30,7,23,7,0
"10889",1,"2013-07-06",90,74,82,67,73,0,17,NA,0,29,30,7,26,7,0
"10909",1,"2013-07-07",92,69,81,66,71,0,16,NA,0,29,29,3,23,4,0
"10929",1,"2013-07-08",83,65,74,67,70,0,9,NA,0,29,29,3,7,6,0
"10949",1,"2013-07-09",74,66,70,63,65,0,5,NA,0,29,30,3,7,4,0
"10969",1,"2013-07-10",85,66,76,68,70,0,11,NA,0,29,29,2,16,4,0
"10989",1,"2013-07-11",84,71,78,70,72,0,13,NA,0,29,29,2,24,4,0
"11009",1,"2013-07-12",78,66,72,57,63,0,7,NA,0,29,30,8,5,8,0
"11029",1,"2013-07-13",81,65,73,63,66,0,8,NA,0,30,30,2,7,4,0
"11049",1,"2013-07-14",90,70,80,69,73,0,15,NA,0,30,30,0,25,3,0
"11069",1,"2013-07-15",91,71,81,69,73,0,16,NA,0,30,30,1,31,2,0
"11089",1,"2013-07-16",93,70,82,66,71,0,17,NA,0,29,30,1,34,3,0
"11109",1,"2013-07-17",94,71,83,68,73,0,18,NA,0,29,30,4,23,4,0
"11129",1,"2013-07-18",91,75,83,69,73,0,18,NA,0,29,29,1,11,4,0
"11149",1,"2013-07-19",97,74,86,71,76,0,21,NA,0,29,29,9,23,10,0
"11169",1,"2013-07-20",93,74,84,68,73,0,19,NA,0,29,29,7,25,8,1
"11189",1,"2013-07-21",82,67,75,62,66,0,10,NA,0,29,29,1,10,3,2
"11209",1,"2013-07-22",82,69,76,66,69,0,11,NA,0,29,29,4,7,5,3
"11229",1,"2013-07-23",79,69,74,69,70,0,9,NA,1,29,29,1,6,3,4
"11249",1,"2013-07-24",86,63,75,63,68,0,10,NA,0,29,29,4,31,6,3
"11269",1,"2013-07-25",65,59,62,52,56,3,0,NA,0,29,30,5,2,6,2
"11289",1,"2013-07-26",72,61,67,61,64,0,2,NA,0,29,30,4,33,6,1
"11309",1,"2013-07-27",85,61,73,60,65,0,8,NA,0,29,30,4,22,5,0
"11329",1,"2013-07-28",79,65,72,65,67,0,7,NA,0,29,30,4,6,4,0
"11349",1,"2013-07-29",84,66,75,66,69,0,10,NA,0,29,30,1,10,2,0
"11369",1,"2013-07-30",81,63,72,57,63,0,7,NA,0,29,30,3,30,4,1
"11389",1,"2013-07-31",83,62,73,57,63,0,8,NA,0,29,30,0,23,2,2
"11409",1,"2013-08-01",82,63,73,61,65,0,8,NA,0,29,29,2,19,3,3
"11428",1,"2013-08-02",84,64,74,60,65,0,9,NA,1,29,29,3,25,4,4
"11447",1,"2013-08-03",80,64,72,59,64,0,7,NA,0,29,29,6,24,6,3
"11466",1,"2013-08-04",79,60,70,54,60,0,5,NA,0,29,29,3,30,5,2
"11485",1,"2013-08-05",75,55,65,44,54,0,0,NA,0,29,29,6,29,7,1
"11504",1,"2013-08-06",78,51,65,49,57,0,0,NA,0,29,30,1,11,2,1
"11523",1,"2013-08-07",80,57,69,54,60,0,4,NA,0,30,30,2,15,3,2
"11542",1,"2013-08-08",82,64,73,64,68,0,8,NA,0,29,30,6,21,6,3
"11561",1,"2013-08-09",76,72,74,69,71,0,9,NA,1,29,29,5,20,6,4
"11580",1,"2013-08-10",83,63,73,57,64,0,8,NA,0,NA,29,6,28,7,3
"11599",1,"2013-08-11",79,56,68,52,59,0,3,NA,0,29,30,2,26,3,2
"11618",1,"2013-08-12",82,60,71,55,62,0,6,NA,0,29,29,3,24,5,1
"11637",1,"2013-08-13",76,65,71,62,65,0,6,NA,0,29,29,1,17,2,0
"11656",1,"2013-08-14",75,60,68,51,58,0,3,NA,0,29,29,8,28,9,0
"11675",1,"2013-08-15",78,54,66,49,57,0,1,NA,0,29,30,4,25,5,0
"11694",1,"2013-08-16",79,55,67,52,59,0,2,NA,0,29,30,3,25,5,0
"11713",1,"2013-08-17",80,56,68,55,61,0,3,NA,0,30,30,1,12,2,0
"11732",1,"2013-08-18",81,59,70,57,63,0,5,NA,0,30,30,3,21,3,0
"11751",1,"2013-08-19",82,61,72,58,64,0,7,NA,0,29,30,5,25,6,0
"11770",1,"2013-08-20",86,63,75,60,66,0,10,NA,0,29,30,1,23,2,0
"11789",1,"2013-08-21",88,63,76,61,67,0,11,NA,0,29,30,3,23,3,0
"11808",1,"2013-08-22",89,66,78,64,69,0,13,NA,0,29,29,6,22,6,0
"11827",1,"2013-08-23",81,58,70,55,62,0,5,NA,0,29,29,5,34,6,0
"11846",1,"2013-08-24",78,52,65,45,55,0,0,NA,0,30,NA,1,6,2,0
"11865",1,"2013-08-25",83,52,68,50,58,0,3,NA,0,30,30,3,22,3,0
"11884",1,"2013-08-26",82,65,74,60,65,0,9,NA,0,29,30,7,23,8,0
"11903",1,"2013-08-27",85,67,76,64,68,0,11,NA,0,29,29,2,9,3,0
"11922",1,"2013-08-28",85,63,74,63,67,0,9,NA,0,29,29,3,7,3,0
"11941",1,"2013-08-29",68,63,66,59,61,0,1,NA,0,29,30,6,5,6,0
"11960",1,"2013-08-30",85,61,73,61,65,0,8,NA,0,29,29,5,22,5,0
"11979",1,"2013-08-31",82,70,76,69,71,0,11,NA,0,29,29,5,21,5,0
"11998",1,"2013-09-01",85,73,79,69,72,0,14,NA,0,29,29,4,21,5,0
"12018",1,"2013-09-02",80,72,76,70,72,0,11,NA,0,29,29,1,16,2,0
"12038",1,"2013-09-03",82,64,73,64,68,0,8,NA,0,29,29,5,24,5,0
"12058",1,"2013-09-04",81,59,70,54,61,0,5,NA,0,29,29,6,25,7,0
"12078",1,"2013-09-05",71,51,61,48,55,4,0,NA,0,29,30,3,33,6,0
"12098",1,"2013-09-06",70,45,58,40,49,7,0,NA,0,30,30,2,24,4,0
